Video ID,Title,Comment
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",always gold is the KING
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Omg no you got them for free
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing","44th comment




Hai"
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",❤😍
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing","iphone 11 looks like ""blue"" not ""green"" maybe your video filter is too cool tone"
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Your voices bored me to sleep....
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Iphone black boxess yeeeee
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",I pre ordered the silver 11 pro Max. Good choice
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",That gold though...
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",I am waiting.....
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",How fast is wifi6? And how much faster is the new chip using LTE?
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",I have a color deficiency as well. I thought that green iphone was silver/white 😭 i do not see green at all
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Why would you buy the new iPhone s then say wait for 2020 that's the year 🍎 makes a change stupidity
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",That “green” 11 looks like a blue to me
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing","Hi,

Which clear Case is better, the Totallee or the Apple one ?

Best Regards
Christian"
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",23:52 lmao
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Those camera humps are fucking killing me!
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",That's the ugliest looking phones I've ever seen Apple make I hope that's just on camera and not in person!
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing","Well, you can hate Apple for a lot of things. Their taste in colours is definitely not one of them."
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Should I upgrade my XR to 11? Really like the green color tho
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Spare a thought for the colour disabled in their time of need 😀
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing","Great stuff, the 11 isn't much smaller than the Pro Max when you see them side by side like this."
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",I like the look of the new iPhones
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Isnt 2020 just gonna be another “S” year? Iphone 11S. I don’t think they’ll do a major refresh on an S year. 2021 should be the year to look forward to.
bDRLR_bEox0,"iPhone 11, 11 Pro, 11 Pro Max: live unboxing",Thanks :)
8fpafeVveds,iPhone 11 PRO MAX Unboxing,Sprint!!!
8fpafeVveds,iPhone 11 PRO MAX Unboxing,Keep producing the great content
8fpafeVveds,iPhone 11 PRO MAX Unboxing,Go eat a d*ck 😂. I died ⚰️. I'm late but hey TK
8fpafeVveds,iPhone 11 PRO MAX Unboxing,"You don't' look like wovorine but you look good keep pushing foward you know love ,you 
thanks Lani (lonnie ) Ramos"
